VVMVNF	0.1111111111111111	0	0.0	0.3
NNN	0.2222222222222222	0	0.007042253521126761	0.5
NNN	0.2222222222222222	0	0.014084507042253521	0.55
VVAUX	0.3333333333333333	0	0.028169014084507043	0.55
NNN	1.0	0	0.035211267605633804	0.2
VVMVNF	0.6666666666666666	0	0.04225352112676056	0.4
NNN	0.2222222222222222	0	0.04929577464788732	0.2
VVMVNF	0.2222222222222222	0	0.056338028169014086	0.45
NNN	0.2222222222222222	0	0.06338028169014084	0.3
NNN	0.2222222222222222	0	0.07042253521126761	0.55
NNN	0.3333333333333333	0	0.07746478873239436	0.25
VVAUX	0.2222222222222222	0	0.08450704225352113	0.45
NNN	0.7777777777777778	0	0.09154929577464789	0.35
NNNP	0.1111111111111111	0	0.11267605633802817	0.25
NNNP	1.0	0	0.035211267605633804	0.2
NNNP	0.2222222222222222	0	0.1267605633802817	0.5
NNNP	0.7777777777777778	0	0.09154929577464789	0.35
VVMVNF	0.2222222222222222	0	0.14084507042253522	0.45
NNN	0.1111111111111111	0	0.14788732394366197	0.35
VVMVNF	0.1111111111111111	0	0.15492957746478872	0.25
NNN	0.1111111111111111	0	0.16901408450704225	0.35
NNN	0.1111111111111111	0	0.176056338028169	0.8
NNN	0.2222222222222222	0	0.18309859154929578	0.45
VVMVNF	0.1111111111111111	0	0.19014084507042253	0.7
NNN	0.3333333333333333	0	0.19718309859154928	0.6
NNN	0.2222222222222222	0	0.20422535211267606	0.2
NNN	0.1111111111111111	0	0.2112676056338028	0.85
NNN	0.1111111111111111	0	0.22535211267605634	0.55
NNN	0.1111111111111111	0	0.2323943661971831	0.3
VVMVNF	0.1111111111111111	0	0.23943661971830985	0.65
NNNP	0.1111111111111111	0	0.24647887323943662	0.4
NNN	0.1111111111111111	0	0.2535211267605634	0.25
NNN	0.2222222222222222	0	0.2605633802816901	0.85
NNN	0.1111111111111111	0	0.2676056338028169	0.3
VVMVNF	0.1111111111111111	0	0.28169014084507044	0.85
NNN	0.2222222222222222	0	0.2887323943661972	0.35
NNN	0.1111111111111111	0	0.29577464788732394	0.3
NNN	0.1111111111111111	1	0.323943661971831	0.4
NNNP	0.2222222222222222	0	0.02112676056338028	0.3
NNN	0.1111111111111111	0	0.3591549295774648	0.75
VVAUX	0.1111111111111111	0	0.38028169014084506	0.55
VVAUX	0.1111111111111111	0	0.4084507042253521	0.5
NNN	0.3333333333333333	0	0.44366197183098594	0.2
NNN	0.1111111111111111	0	0.4507042253521127	0.15
NNN	0.1111111111111111	0	0.45774647887323944	0.35
NNN	0.1111111111111111	0	0.4788732394366197	0.35
NNN	0.1111111111111111	0	0.49295774647887325	0.6
NNN	0.1111111111111111	0	0.5	1.0
NNN	0.1111111111111111	0	0.5140845070422535	0.5
NNN	0.1111111111111111	0	0.5211267605633803	0.35
NNST	0.1111111111111111	0	0.528169014084507	0.5
VVMVNF	0.1111111111111111	0	0.5352112676056338	0.35
NNN	0.1111111111111111	0	0.5492957746478874	0.4
NNN	0.1111111111111111	0	0.5563380281690141	0.55
NNN	0.1111111111111111	0	0.5704225352112676	0.35
VVMVNF	0.1111111111111111	0	0.5774647887323944	1.0
NNN	0.1111111111111111	0	0.5845070422535211	0.6
NNNP	0.1111111111111111	0	0.5915492957746479	0.25
NNN	0.1111111111111111	0	0.6056338028169014	0.85
NNN	0.1111111111111111	0	0.7183098591549296	0.75
NNN	0.1111111111111111	1	0.7323943661971831	0.3
NNN	0.1111111111111111	1	0.7394366197183099	0.3
NNN	0.1111111111111111	0	0.7535211267605634	0.55
NNN	0.1111111111111111	0	0.7746478873239436	0.25
NNN	0.2222222222222222	0	0.795774647887324	0.45
NNN	0.1111111111111111	0	0.8169014084507042	0.5
NNN	0.1111111111111111	0	0.823943661971831	0.2
NNN	0.1111111111111111	0	0.8380281690140845	0.35
VVMVF	0.1111111111111111	0	0.852112676056338	0.95
NNN	0.1111111111111111	0	0.8661971830985915	0.7
VVMVF	0.1111111111111111	0	0.9014084507042254	0.25
NNN	0.1111111111111111	0	0.9366197183098591	0.3
NNN	0.1111111111111111	0	0.9507042253521126	0.55
VVAUX	0.1111111111111111	0	0.971830985915493	0.7
NNN	0.1111111111111111	0	0.9788732394366197	0.3
NNN	0.1111111111111111	0	0.9859154929577465	0.55
